id,premise,hypothesis,lang_abv,language,label
de5b153e83,beyond the facade there are cavernous empty rooms,the rooms past the facade are cluttered with furniture,en,English,2
223d504fa6,one thing was worrying me dreadfully but my heart gave a great throb of relief when i saw my ulster lying carelessly over the back of a chair,i was dreadfully worried about many things,en,English,2
70a50fe736,they don t allow they don t do that,they don t do that and it s not permitted,en,English,0
0255996197,the park was established in 1935 and was given corbett s name after india became independent,the park used to be named after corbett,en,English,0
58ef9c9392,she had thrown away her cloak and tied her hair back into a topknot to keep it out of the way,she put her hair up,en,English,0
a4656619ce,and yet we still lack a set of global accounting and reporting standards that reflects the globalization of economies enterprises and markets,the globalization of economies is not reflected in global accounting standards,en,English,0
d6f6c81b47,a survey of surgeons working in an emergency department found that the most significant predictor of screening was the attending physicians perception that their responsibilities included screening,if a physician believes they are responsible for screening it is more likely to happen,en,English,0
5189e34d82,the the iranian borders are still open uh from what i understand understand um,the borders of iran are closed,en,English,2
e0e7a29d35,two separate exhaustive shots posted simultaneously,both of the extensive individual shots are being posted at the same time,en,English,0
271af020a5,because marginal costs are very low a newspaper price for preprints might be as low as 5 or 6 cents per piece,many people consider these prices to be unfair to new printers,en,English,1
638c56f9fb,no no not at all it,not all of it,en,English,0
eeafdd682b,you know it s easy to say well yeah let s let s put these old folks in a home but when i think i don t want to do that you know i don t want to be have my little home i always threaten my daughters i say well,i already have a nursing home picked out for my mother in law,en,English,1
da508b6304,despite its initial failings siegel s flamingo survived him as did mob infiltration of casinos,siegel likes to wear brightly colored shirts,en,English,1
20041d7767,we are also advocating enhanced reporting in connection with key federal performance and projection information,we think reporting should be enhanced as it has a vital connection with projection statistics,en,English,0
67cee1b058,the congress which controls our funding levels began to include many members who did not support the purpose and goals of a federal civil legal services program,the congress is generally responsible for controlling funding levels,en,English,0
15ab8b84a1,we have heard seen this pattern before,it appeared many times of the last ten years,en,English,1
522ac248a0,by coordinating policy development and awareness activities in this manner she helps ensure that new risks and policies are communicated promptly and that employees are periodically reminded of existing policies through means such as monthly bulletins an intranet web site and presentations to new employees,she can find new risks with the awareness campaign,en,English,1
58f8987e6b,uh huh so do you have to get a shade tolerant grass is that what you re,do you have to get shade tolerant grass,en,English,0
ca346a2ec8,while parents may pick up this gay semaphore kids aren t likely to,some kids do understand gay signals,en,English,1
82b6fd3996,it would probably be a lot more work and probably not turn out as good,i think it would be a lot more work to do it like that instead of my way,en,English,1
8fea3c8575,participants generally viewed the new internal control reporting requirements of the sarbanes oxley act of 2002 as a good requirement,the sarbanes oxley act of 2002 focused mainly on sec filings and ignored internal controls and reporting completely,en,English,2
b16ed1ade3,in fact it s wise to drive as little as possible inside paris the p riph rique ringroad runs around the city and it s worth staying on it until you re as close as possible to your destination,when in paris one should try to avoid driving,en,English,0
5e84676ff2,ethe number of deletions was negligible,number of deletions was insignificant,en,English,0
a5d9bbb55e,however if people can readily withdraw money from tax preferred accounts for purposes other than retirement there is no assurance that tax incentives would ultimately enhance individuals retirement security,if people can readily withdraw money from tax preferred accounts for purposes other than retirement there is no assurance that tax incentives would improve retirement security,en,English,0
ace38816fe,yeah well i m a hot weather person i m i can take the heat but i don t like the cold,i do not like warm weather at all,en,English,2
b592409285,general accounting office a model of strategic human capital management gao 02 373sp washington d c mar,the gao is not a model of strategic human capital management,en,English,2
0890019fce,the basic elements of life in the aegean began to come together as early as 5000 b c and were already in place by the late bronze age c,aegean life never succeeded,en,English,2
0db7fb57eb,however the specific approaches to executing those principles tended to differ among the various sectors,specific approaches to each principle is different in each sector,en,English,0
11067b8d7f,then he turned to tommy,he turned to tommy next,en,English,0
79986b11ac,despite their 17th century origins these gardens avoid the rigid geometry of the tuileries and ver sailles,the gardens are not shaped like the tuileries or versailles,en,English,0
30c0043543,other examples of cumulative case studies come from two international agencies,there are examples of cumulative case studies,en,English,0
6acb0afb20,all of the islands are now officially and proudly part of france not colonies as they were for some three centuries,the islands were not allowed to join france,en,English,2
93af188a86,in other cases we must rely on survey approaches to estimate wtp usually through a variant of the contingent valuation approach which generally involves directly questioning respondents for their wtp in hypothetical market situations,surveys can estimate wtp by questioning respondents,en,English,0
2539134423,maybe i am too,it s possible that i am also,en,English,0
1bb22edb0b,all inclusive packages and large resort hotels offer restaurants sporting activities entertainment wide screen sports channels in the bars shopping and a guaranteed suntan,large resort hotel restaurants are the best you can find,en,English,1
121327d876,that would be good what d you say,i am interested in what you d say,en,English,0
63f58d50f7,to help ensure the success of gpra the cfo council which the cfo act created to provide the leadership foundation necessary to effectively carry out the chief financial officers responsibilities established a gpra implementation committee,the gpra was successful,en,English,1
317504556f,in the short run higher income taxpayers may pay more taxes not less if a capgains rate cut leads them to sell more assets than they otherwise would have done,a capgains tax would make people buy more assets,en,English,2
26ed260def,you know it took away a lot of of time from them we did go out to you know to the places that you typically take children to and we had a lot of fun but it seems as though the time went by so fast that,time went by fast and we went golfing with the kids,en,English,1
e240d4db7b,cybernetics had always been derry s passion,derry knew nothing of cybernetics,en,English,2
092b74ad24,south carolina has no referendum right so the supreme court canceled the vote and upheld the ban,south carolina doesn t have referendum rights so the supreme court upheld the ban on corporate contributions,en,English,1
0be390f54f,nonfederal physical property annual stewardship information for the fiscal year ended september,the report details federal physical property,en,English,2
ec57cf5273,you did you see that,i saw that,en,English,1
f56211789b,no i guess i m going too,i ll come along,en,English,0
948c487784,yeah and the music and uh well it had an excellent story line everything about it was good,there wasn t anything good about it,en,English,2
032de549d4,but i ll take up my stand somewhere near and when he comes out of the building i ll drop a handkerchief or something and off you go,i want you to follow him so watch for the signal that i give,en,English,0
680afe1ef2,in may 1967 gallup found that the number of people who said they intensely disliked rfk who was also probably more intensely liked than any other practicing politician was twice as high as the number who intensely disliked johnson the architect of the increasingly unpopular war in vietnam,johnson was the most disliked politician since hamilton,en,English,2
2ca920dafa,the hologram makes up all these things and uh i mean sometimes sometimes it s funny sometimes it s not but uh you know it s something to pass the time until we do and then and then we watch football,sometimes it is amusing to see what the hologram creates,en,English,0
d4746590b4,news cover says the proliferation of small computer devices and the ascendance of web based applications are eroding microsoft s dominance,microsoft is a more profitable company than apple,en,English,1
ded05c01d7,yes it does admitted tuppence,tuppence wasn t very happy about admitting it did,en,English,1
df3e54b51a,at the pictures the crooks always have a restoorant in the underworld,they were not always crooks,en,English,1
9f02d016ab,update on the democratic fund raising scandal 1 president clinton said fbi agents denied him advance warning about chinese influence buying efforts by telling his aides to keep the information secret,clinton said the agents had not told him anything about the issue,en,English,0
a5dc97873c,never know where they won t turn up next,who knows where they will turn up next,en,English,0
c1b4d8ac41,6 cents are used for domestic investment,investing in domestic companies,en,English,0
bf90152795,working groups were established to coordinate training statewide to focus on the establishment of a statewide website and to continue coordination and sharing in technology matters,groups were formed to coordinate technology training around the state,en,English,0
d94d8307d6,cave 31 tries to emulate the style of the great hindu temple on a much smaller scale but the artists here were working on much harder rock and so abandoned their effort,cave 31 ran into problems because it was made of harder rock and everyone was disappointed,en,English,1
435a2c98bc,huh uh i don t even want to go anywhere yeah that s about it,i have lots of places i want to go,en,English,2
66dad0a81f,your man wouldn t have remained conscious after the first blow,your man stayed conscious even after the first blow,en,English,2
41b87edb42,the traditional opening time for many hotels is the orthodox easter although some do not open until the end of april,the hotels open on march 13th,en,English,1
4c42f258ee,trial of galileo,galileo s trial,en,English,0
1e1de4f7bb,at that event legal services personnel court personnel and other technology experts saw demonstrations by four companies on their products and assessed their utility for preparing pro se documents,legal services personnel saw product demonstrations on software that would help file cases quickly,en,English,1
f3e2938a6e,since the mid 1990s aggregate household wealth has swelled relative to disposable personal income largely due to increases in the market value of households existing assets see figure 1 2,the reason for the growth of aggregate wealth in households is the appreciating market value of existing assets following the mid 90s,en,English,0
a849caf8b4,he was of two minds one reveled in the peace of this village,he loved the smiling villagers who loved each other,en,English,1
17fa7627c1,a chancy road winding up to the 475 metre 1 560 foot summit is likely to test the engine and suspension of your car as well as your own persistence,tourists often get into accidents trying to reach the summit because their cars weren t able to make it to the top,en,English,1
7180240077,oh no no they re not fired they there are they have one chance to then go in a program if you come back positive you have one chance to go in and go into they have a lot of uh rehabilitation both for alcohol and for drug use uh and they have uh a lot of uh they they have an agency where you can go for personal problems financial or whatever,if your drug test is positive you are given a chance to go into a rehabilitation program,en,English,0
978397bbb6,huh do you have your own kiln or do you do you,did somebody give you your kiln,en,English,1
a6a304c40a,consistent with gao s congressional protocols gao will then offer the requester s a draft of the product that is with the agency for comment,offering a draft of the product for comment is consistent with gao s congressional protocols,en,English,0
490dba8de6,when we leave the house we shall be followed again but not molested for it is mr brown s plan that we are to lead him,nobody will follow us when we leave the house this time,en,English,2
4fa1c557dc,on menorca search for more elusive prehistoric sites or take the cliff paths of the northwest or south coasts,there aren t any areas of historic interest on menorca,en,English,2
0f5c8f80ab,among the sights in beziers are the ancient eglise saint jacques and eglise sainte madeleine the 19th century halles covered market and the massive cathedrale saint nazaire from which there is a good view over the river valley,beziers has thousands of visitors from other countries every year,en,English,1
6ba319d053,2 receiving water samples,the water samples were never received,en,English,2
bc9f045ce5,five minutes later she smiled contentedly at her reflection in the glass,she was looking at her reflection in the rearview mirror of her car,en,English,1
6e6e75b419,the organizations usually allowed individual members who had changed employers to continue participation,the organizations didn t allow any individual members who are working for others now to still participate,en,English,2
35778cb07d,dole we ought to agree that somebody else should do it,we don t agree that anyone should do it,en,English,2
6bd7dcd4e0,some bugs are hell to track down,it is difficult to catch some bugs,en,English,0
cbc7156850,some of the salesladies at this colorful soft sell market wear traditional martinique costumes,the market is seen to be colorful and soft sell,en,English,0
1925a2a96a,you know getting clothes and stuff every once in awhile exactly,clothes are a once in a while thing,en,English,0
a71407f711,that word boustrophedon describes writing that goes from left to right on the first line then right to left on the second then left to right on the third and so on it comes from a greek word describing the turning in a field of an ox and plow,boustrophedon is difficult to read as well as to write,en,English,1
5bc934cc2a,the much previewed profile of michael huffington reveals that he is surprise surprise gay,michael huffington has gone to great lengths in order to conceal his sexuality,en,English,1
c530d4f2ae,according to this plan areas that were predominantly arab the gaza strip the central part of the country the northwest corner and the west bank were to remain under arab control as palestine while the southern negev des υrt and the northern coastal strip would form the new state of israel,we want to give palestine and israel a two state solution that benefits both of them,en,English,1
9585597344,since the mid 1990s aggregate household wealth has swelled relative to disposable personal income largely due to increases in the market value of households existing assets see figure 1 2,figure 1 2 will illustrate this fact and make it easier to understand,en,English,1
9d7a2ae14a,to their good fortune he s proving them right,he is showing that they are wrong,en,English,2
f267e8d362,his arm came up over his eyes cutting off the glare,he raised his arm to protect his eyes from the glare,en,English,0
0be43276ed,basically to sell myself,i will never sell myself,en,English,2
db27ada6c6,they copied louis xiv s centralized administration and tax collection and by the 18th century turin was a sparkling royal capital built quite unlike any other italian city in classical french manner,turin has never collected taxes or had a collectivized power,en,English,2
9cc0bceccb,uh huh well it s good that she does that i mean bring it to people s attention,it is good that she brings it to people s attention,en,English,0
523021993e,at the end of the show is a cluster of popular sportswear with tommy hilfiger donna karan nautica the gap and such names applied to it,donna karan is the only company which produces sportswear,en,English,2
86865c5cb7,no money no results another voice which tommy rather thought was that of boris replied will you guarantee that there are results,you can t guarantee there will be results with money,en,English,2
6f76c4d9ee,he was waiting for the scotland yard men,the scotland yard men were coming,en,English,1
11dd6b72fb,according to the natural resources conservation service this single voluntary program will provide flexible technical financial and educational assistance to farmers and ranchers who face serious threats to soil water and related natural resources on agricultural and other lands including grazing lands wetlands forest lands and wildlife habitats,this program aims to destroy all farms,en,English,2
2a075ce7f3,the cooper building forms the heart of l a s garment district which is located southeast of central downtown on los angeles street,l a s garment district is located southeast of central downtown,en,English,0
c37e988ec5,beautiful examples of enamelware ceramics and pottery are produced in great abundance often following a celtic theme,a large number of celtic themed items is produced,en,English,0
2bd699ca55,no not it not no it s a it s not something,it s not anything,en,English,0
c2fe549630,are you and since being argentinean we also have a lot of pasta,because we re argentinean we like to eat pasta,en,English,0
37bba77f1e,there never will be,it will never happen,en,English,0
95c303b793,all the eilat activities can be booked through red sea sports see scuba diving below,red sea sports making booking your activities easy,en,English,0
5006b9fe7b,recently i met a guy at a party over at san barenakedino s,on ssaturday night i met a guy at the club at san barenakedino s,en,English,1
c9ac408bba,oh well yeah that s all i have to say thank you,thank you that s all i have to say,en,English,0
9401772d1a,the story of the technology business gets spiced up because the reality is so bland,reality is so bland that the virtual reality technology business gets spiced up,en,English,1
488c54cb3f,so let me draw a slightly different moral from the saga of beach volleyball as it has evolved in our if as speaker gingrich says the price of volleyball is eternal freedom still it may take a village to raise a volleyball net,speaker gingrich thinks there is a linear connection between volleyball and freedom,en,English,1
d4d982cd04,it was replaced in 1910 by the famous old pontoon bridge with its seafood restaurants which served until the present bridge was opened in 1992,the pontoon bridge had shops as well as restaurants,en,English,1
fca3f1c884,in japan mainichi shimbun criticized the new liberal democratic party leader keizo obuchi for being devoid of fresh ideas for reviving the japanese economy,mainichi shimbun was critical of keizo obuchi the new liberal democratic party leader,en,English,0
b1e0d65411,you know and then how long are they supposed to take it,you know how long they re supposed to take it,en,English,0
61389fa03e,a fine crusader arch leads down a dimly lit broad stairway to the dark subterranean church of the assumption a greek orthodox church,the church of the assumption stays cool all year because it is underground,en,English,1
96cf837fbc,nowadays it is bordered by ancient columns and lined with expensive shops,the shops have only been around for the last fifty years,en,English,1
a62f76fa24,it seeks genuine direct elections after a period that is sufficient to organize alternative parties and prepare a campaign based on freedom of speech and other civil rights the right to have free trade unions the release of more than 200 political prisoners debt relief stronger penalties for corruption and pollution no amnesty for suharto and his fellow thieves and a respite for the poor from the hardest edges of economic reform,the only thing that can our society is more power to the presidential electors,en,English,2
78ed4a1a14,one of the city s attractions is the shopping center around the place darcy and rue de la libert where you can hunt for such regional delicacies as the famous mustards pain d pices gingerbread and cassis the blackcurrant liqueur that turns an ordinary white wine into a deliciously refreshing kir,there is nowhere to shop in the city,en,English,2
1b7b01ff3d,on the platform stood an altar and a large stone pillar,the platform was made to make sacrifices on,en,English,1
39fda81e4e,his off the cuff style seems amateurish next to inglis polished mini essays,he may look like an amateur but he had experience,en,English,1
ce31bbd8b9,michael b wachter of the university of pennsylvania and his colleagues conclude that there is a wage and fringe benefit premium for the postal bargaining labor force of 29,wachter works for university of chicago,en,English,2
a4022a36d0,the door opened and severn stepped out,they were waiting for someone to open the door for them,en,English,2
0d1b381762,yeah that s that s always nice when you have an animal that the kids can play with like that how old are the kids,it s good to have an animal the kids can play with,en,English,0
32b6e271f8,when there was the ball that was sort of hit to buckner to buckner,the ball was hit to buckner,en,English,0
1d2b2cf0e0,it was planned in the 1820s as a symbol of scottish national pride and designed as a mini parthenon in deference to the neoclassical style popular at the time,it was designed to look just like the white house,en,English,2
d7929d9b16,he also has a private practice,he has private practices as well,en,English,0
81170afcdb,um hum they keep you entertained they sure do we have a uh my wife s uh mother is uh oh about seventy seven i guess she really gets a thrill when we go over to see her and bring the dog i think she s more happy to see the dog than she is us,we don t have a dog,en,English,2
87ade69b73,i think it s ninety two,the radio station is probably on ninety two,en,English,1
b47aaf7340,carmel man a relation of the neanderthal family lived here 600 000 years ago,carmel man is a camel representing a cigarette brand,en,English,2
8917f23f75,what was the problem,i know exactly what the problem is,en,English,2
31815d0bd5,but for some recipients there is a downside to the checks from anthem inc issued to policyholders as part of the insurer s conversion to a publicly traded company,anthem inc has crazy fees on their checks,en,English,1
a01c8bfd83,with him was the evil looking number 14,number 14 looked very innocent,en,English,2
ff23279dd6,bgross national saving is held constant as a share of gdp at 18,bgross national saving is held constant as a share of gdp,en,English,0
0d18f1c166,the tents had been burned but there was a new building where the main tent had been,the tents had replaced the building,en,English,2
ade45abfa8,did meriwether lewis really commit suicide as historians claim,there is evidence to suggest that lewis was killed by someone else,en,English,1
1a46911d03,table 2 examples of blm s fhwa s irs s and vba s customer satisfaction expectations for senior executive performance,senior executives do not care about the customer satisfaction,en,English,1
81879bc1ec,a conventional siege was useless against such a seemingly impregnable rock however and with so much food and water the zealots could not be starved into submission,the rock was impossible to get past so a conventional siege didn t do much,en,English,0
d94a9a41f4,you know arnold schwarzenegger is getting to be uh a bit of a variety actor you know at first he was just a big muscle man but he s kind of branching out,i prefer arnold schwarzenegger as a variety actor to when he was a muscle man,en,English,1
2908e0d207,yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,when i first started in the eighties you had to use punch cards,en,English,0
daabd0c7eb,also downtown is the flower market on wall and 8th streets fresh cut flowers and a variety of plants can be had for bargain prices but the best selections are found before dawn,fresh cut flowers available at the market range from cheap to expensive,en,English,1
bfc90d34a3,boats in daily use lie within feet of the fashionable bars and restaurants,bars and restaurants are interesting places,en,English,1
7f36ba4e3a,at the far end of david street temple mount is one of the world s most sacred spots to three major religions,three major religions treat temple mount as very important,en,English,0
8e2b1a663b,yeah and they ve got those bins that just stay there and they decorated them real cute you know with a bunch of big old flowers and stuff,the bins move around and are very plain,en,English,2
455a0838ef,yeah yeah uh huh yeah we we saw that one uh we find that uh that uh if you can get into those dollar movies you know they re uh they re a dollar and a half what is it dollar and a quarter dollar and a half now,you can get flubber at the dollar movies,en,English,1
8ecb89609f,life track,life path,en,English,0
70527e782d,but slate protests it was gates byline that appeared on the cover,slate said that it was definitely not gates byline on the cover,en,English,2
4f7000e525,at the western end of cowgate where it meets holyrood road you will see one of the few remaining sections of edinburgh s old city wall flodden wall built following the lang siege of the 1570s,flodden wall was built by the townspeople to protect against further invasion,en,English,1
a1eca35a01,dinghies are available for hire from the marinas at tel aviv jaffa akko netanya and nahariya,excellent quality dinghies are rent able for the marinas at tel aviv jaffa akko akko netanya and nahariya,en,English,1
d3c7836c7a,friendly staff,the staff is friendly only when you give them tips,en,English,1
0020bed843,the man who had once come up with a has been corner skit in which as zmuda recalls forgotten performers would be sent out to flounder in front of an audience,a very small number of performers ended up being cheered and celebrated by the audience,en,English,1
1a7d690b98,um hum with the ice yeah,with the sunshine and heat wave yes,en,English,2
439dd175c9,typically assumed to be a high roller card game baccarat bah cah rah is similar to blackjack though it s played with stricter rules higher limits and less player interaction,baccarat is completely different from blackjack and it is not played with cards,en,English,2
2716aed6dc,palestrina by hans pfitzner performed by the royal opera metropolitan opera house new york,palestrina will be performed in new york by the royal opera,en,English,0
41b58d8e8f,and uh uh so i ve i ve just been real pleased and my step father happens to work at a ford dealership and that makes things a little easier come car time but,he s able to get me a 20 discount,en,English,1
45858034b1,it doesn t seem expensive they use it in bangladesh after all,that s one of the most expensive options,en,English,2
2f14ef579e,see now in a situation like that the boys are only sixteen years old and they were sexually involved with her and i think like at that particular point she was twenty three you know so she wasn t really that much older than them and being a boy at that age i think that they re very um you know let s face it that s at a point in your life when you you re just starting to realize all the things of life,with this small of an age gap charges should not be pressed,en,English,1
f1823c7fa0,do you really romance,do you really love him,en,English,1
f3213b7499,4 million or about 8 percent of total expenditures for the two programs,the figure of 4 million is likely to rise in the coming years,en,English,1
11d3793ec7,but there is a cycle of confirmation if prophecy indicates a thing will happen it will happen though not always as expected,when prophecy is indicative of a thing happening it will occur there is a cycle of confirmation to it,en,English,0
0659d9afc3,we can t find him benjamin lincoln natalia said,after 12 hours looking for him lincoln natalia gave up,en,English,1
67d9b832a8,agricultural shows,military shows,en,English,2
4c17b31852,as ben yagoda writes in the new york times book review somewhere along the way kidder must have decided not to write a book about tommy o connor,ben yagoda is a famous book reviewer,en,English,1
e1ee4191b9,he and his associates weren t operating at the level of metaphor,he and his associates were operating at the level of the metaphor,en,English,2
c5e99154cf,executives do so by examining their internal environments and asking a series of questions about the problems that need fixing how information technology and management can help and how a cio might best fit within their management structures to guide technology solutions,a cio should guide technology solutions based on a company s internal environment,en,English,0
2eef0dd6a2,and when they get out they should have uh i don t know you know some reasonable amount of money,we should give them money for when they get out,en,English,1
b61c2b8420,the importer pays duties that are required by law,the importer never pays taxes,en,English,2
63e7e6e1b4,the man had probably heard him urinating or maybe even noticed the change of his breath as he awoke,the man heard his urine hitting toilet water as his breath changed,en,English,1
604872c81e,well i think of uh you mean as far as retirement,i believe you are referring to retirement,en,English,0
da9c3e4107,alexander the great who passed through the city in 334 b c paid for its completion five of the original 30 columns have been restored to their full height,alexander the great was so impressed with the city in 334 b c that he expressed a wish to live there one day,en,English,1
7a6f814b1f,and oh okay and then went to colorado,after that i left for colorado,en,English,0
8f6f2142b8,it must also report the information to the employee s home agency promptly to facilitate disbursement of pay by the home agency,the home agency will take care of the financial aspects,en,English,0
84780349be,yeah okay yeah those games are fun to watch you you you watch those games,those games are a lot of fun,en,English,0
3b0af9780b,on the easternmost tip of jamaica stands morant point lighthouse built in 1841,morant point lighthouse is in mexico,en,English,2
b473d1f9d8,yep that s what he s worried about the trees or a bush because lilac bushes they they grow fast some people uh would really like to have them and then the people that do have them they spread and they sprout all over their their lawn,he s not worried about the trees lilac bushes take a long time to grow,en,English,2
091512ce02,he knows about the mines,he is aware that the mines exist,en,English,0
4ecedc3de5,look it s your skin but you re going to be in trouble if you don t get busy,don t let anyone see you working or you might get in trouble,en,English,2
a6d7ea96ae,actually i listened to one time i remember it s this is back when rap even uh i would say about ten or fifteen years ago i,i listened to rap one time about 15 years ago,en,English,0
51edd213bb,she seemed so different,she had changed a lot since the last time we d seen her,en,English,1
0fba02b7bb,he charged jon knife high,he charged jon with a bloody knife,en,English,1
c427ca988d,the conversation he had overheard had stimulated his curiosity,he hadn t heard anything,en,English,2
011947dcb5,yes you ve done very well young man,no you have not done very well,en,English,2
156b334a95,however the specific approaches to executing those principles tended to differ among the various sectors,specific approaches to each principle is the same in each sector,en,English,2
8ab54e937d,4 not enough is known about how nontransportation costs vary with distance,the reason for the lack of information is the fact that what goes into nontransportation costs can differ dramatically by individual,en,English,1
1f381fb747,you re crazed beresford,you need to see a therapist beresford,en,English,1
c6a781cf16,hardly catering to locals universal citys cityalk attempts to snag tourist dollars with its extensive collection of retail wonders including magic shops toy stores sports shops and a host of science fiction memorabilia,locals aren t the primary target of the many magic shops toy stores and sports shops,en,English,0
12c232f7b8,you will remember my saying that it was wise to beware of people who were not telling you the truth,you must be careful of people lying to you,en,English,0
b3c586f1b3,yeah that s the world league,the world league is that,en,English,0
1f4efdbf55,a spark of annoyance lit lincoln s eyes the smallest hint of natalia s russian fire,lincoln wanted to kill natalia with his bare hands in that precise moment,en,English,1
af9f81a9a2,there is uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household level demand functions,the research that went into this report is potentially faulty,en,English,0
dc29253ebc,what s needed alongside an evacuation plan is a realistic program to stabilize conditions for those left behind,evacuation is always the first line of response,en,English,1
dae8b9d1c7,a bigger contribution may or may not mean i really really support candidate x freedom of association is an even bigger stretch one that justice thomas would laugh out of court if some liberal proposed it,justice thomas wanted to have freedom of association,en,English,2
de5425d101,the volumes are available again but won t be returned to the stacks until the damp library itself gets renovated,the widely sought after volumes will be available to the public after renovation,en,English,1
3d31dfa15d,we ve been a couple of mutts who ve bitten off a bigger bit than they can chew,we can definitely manage what we ve started,en,English,2
93d07f04e5,dirt mounds surrounded the pit so that the spectators stood five or six people deep around the edge of the pit,the hole is seven feet deep,en,English,1
25820bee7c,it may be arrogant but i mean let them come to us,it is definitely not arrogant to have them coming to us,en,English,2
7a6a71a19f,the other bank pays the fund interest based upon tiered account levels more typical of a large commercial account,the fund account has five different tiers,en,English,1
504912644d,indeed 58 percent of columbia hca s beds lie empty compared with 35 percent of nonprofit beds,58 of columbia hca s beds are empty,en,English,0
c47c242109,some kwanzaa rituals most notably the focus on candles seem to have been borrowed from hanukkah,they borrowed traditions from one holiday to incorporate into their own,en,English,0
abdff968dd,the main funding source for maryland s legal services to the poor has fallen on hard times and advocates are preparing to seek unprecedented state financial help even as they keep an eye on a legal challenge that threatens to cut off a main source of funding for such services nationwide,in this tough economy primary funding for maryland s legal aid has suffered and thus seeking special assistance from the state has become necessary,en,English,0
1b49a89416,well i i m doing computer science computer engineering,i switched my major last semester,en,English,1
7d035800d5,the second missing benefit includes gains in environmental quality especially improved health benefits,one of the missing benefits is associated with better health and an increase in environmental quality,en,English,0
98d03d0419,oh uh huh well no they wouldn t would they no,no they wouldn t,en,English,0
9a7a84a4ea,on the northern slopes of this rocky outcropping is the site of the ancient capital of the island also called thira which dates from the third century b c when the aegean was under ptolemaic rule,the ancient capital has some of the most stunning architecture of the entire island,en,English,1
d323d431a1,part 2 confidentiality of alcohol and drug abuse patient records,drug and alcohol records can be shared,en,English,2
b17d3036c9,there always will be a need for an attorney to do general law,there is not much need for attorney s to practice law,en,English,2
8b5a92d4e0,it depends a lot of uh a lot of things were thought that uh as you know the farmers thought okay we got chemicals we re putting chemicals on the field well the ground will naturally filter out the,even if farmers put chemicals in the ground the ground eventually filters them out,en,English,0
8643610cf8,the way we try to approach it is to identify every legal problem that a client has,all of the client s legal problems are supposed to be identified,en,English,0
a5c54ce5b5,two most other productive operations are easier to study and understand since few firms have 40 000 locations and a large proportion of their workforce working outdoors,most of the workplace is based indoors,en,English,2
1f1022406e,in about a quarter of an hour the bell rang and tuppence repaired to the hall to show the visitor out,after 15 minutes nothing happened and tuppence and the visitor decided that it was time to eat some lunch,en,English,2
33ea98afde,paroseas cave reef and wreck diving around its shores giving the diver a wide range of environments to explore,the scenery is unique and can t be found anywhere else,en,English,1
2597c6f1f9,and frankly the number seems a tad low to me,the number looks low in my opinion but it is possible to get to an agreement,en,English,1
44ac7b73c6,they are ready returned susan s voice in the back of his mind,he could imagine susan s voice speaking to him,en,English,0
8534b35a53,after four years clinton has learned how to avoid looking unpresidential,after four torturous years clinton finally gets how to avoid unpresidential behavior,en,English,1
080f9df83b,two of them saw thorn coming,thorn was seen coming by two of them,en,English,0
567499fe2b,so uh i hope you like your office,i hope your office is up to your standards,en,English,0
26222ec767,so i guess my experience is is just with what we did and and so they didn t really go through the child care route they were able to be home together,they were able to be home rather than having to worry about getting child care,en,English,0
372c6cea4d,a 808 2 only applies if the agency finds with good cause that notice and public procedure thereon are impracticable unnecessary or contrary to the public interest,an agency determines if an 808 2 is applicable,en,English,0
fd47d1a4de,but when he was persuaded by divers means to help us he gave up after one week declaring it beyond his powers,he decided it was too difficult because he was distracted by other topics,en,English,1
1022a0899b,but if clinton consents censure and community service can proceed,the censure will proceed even if clinton opposes it,en,English,2
a3ee377021,today it is possible to walk through the old agora marketplace and stroll along roman roads,walking through the old agora is a popular pastime,en,English,1
946faaf408,finally the fda will conduct workshops issue guidance manuals and videotapes and hold teleconferences to aid small entities in complying with the rule,the fda is set to conduct workshops,en,English,0
d9f9a41840,inflation is supposed to be a deadly poison not a useful medicine,inflation is supposed to be poison but economists are considering whether it might actually be useful,en,English,1
af6a9e064b,i am glad she wasn t said jon,jon was sad that she wasn t happy,en,English,1
06ceab0371,don t you remember today we re going to auntie basia s birthday party,we are going to aunt basia s birthday party at the restaurant today remember,en,English,1
3abfb2dbf8,it will be colossal,it will be the biggest ever,en,English,1
9892be07dc,on fox news sunday host tony snow touted a poll showing that 60 percent of americans think the allegations represent a pattern of behavior,tony snow touted a poll showing that 60 percent of americans think the allegations represent a pattern of behavior,en,English,0
7e74126dce,2 5 financial audits are performed under the american institute of certified public accountants aicpa generally accepted auditing standards for field work and reporting as well as the related aicpa statements on auditing standards sass which interpret the standards and provide guidance on conducting such work,the aicpa is the american institute of certified public accountants,en,English,0
9302b82901,and i m pretty happy with it so far,i am content so far,en,English,0
627898b900,the 37 hectares 91 acres of garden are set on lands above the wag wag river which twists through a steep and narrow valley,the wag wag river was named as such because it resembles a dog s tail,en,English,1
39bc889253,tuppence rose,tuppence remained seated,en,English,2
5e9432dd8d,dave hanson to whom nothing was impossible well we have a nearly impossible task a task of engineering and building,this engineering task won t be very difficult to complete,en,English,2
6b095fdb9e,the political cleansing that did not happen through the impeachment process leaves clinton with a great and serious burden,there was no such instance of political cleansing,en,English,2
